cliente,total_pedidos,valor_total,ticket_medio,primeira_compra,ultima_compra
MERCANTIL QUEIROZ ARACOIABA LJ2,134,5835.75,43.55,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ORIGINAL,107,5835.15,54.53,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA DO CLAUDIM,95,5835.0,61.42,2026-02-01 00:00:00,2026-02-01 00:00:00
FRUTEIRA IDEAL,176,5834.29,33.15,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER GOMES,121,5830.18,48.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRYON,121,5829.67,48.18,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI PRECO SUPERMERCADO,114,5828.73,51.13,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER TERE RIO BONITO,47,5828.51,124.01,2026-02-01 00:00:00,2026-02-01 00:00:00
VERD FRUT LJ26,58,5827.63,100.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO METZ,100,5826.43,58.26,2026-02-01 00:00:00,2026-02-01 00:00:00
DISTRIBUIDORA DE BEBIDAS MAITAN LJ 1,50,5825.64,116.51,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA REMINAS,104,5819.97,55.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO AMIZADE 1,137,5817.89,42.47,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO DO IVAN,76,5817.46,76.55,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO MM LJ1,124,5817.36,46.91,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO TODO TORTO,102,5813.36,56.99,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SCHWENGBER N,160,5812.72,36.33,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO KIBARATO,142,5811.71,40.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOURADAO LJ2,138,5798.46,42.02,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO PREFERIDO,139,5798.4,41.72,2026-02-01 00:00:00,2026-02-01 00:00:00
POGERE SUPERMERCADO,151,5792.39,38.36,2026-02-01 00:00:00,2026-02-01 00:00:00
FUJII MERCADO,123,5789.48,47.07,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO TROMBETA,115,5784.26,50.3,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DALLARIVA,136,5778.05,42.49,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FERNANDA MARTINS,118,5777.03,48.96,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS ANDRADE QBOM PRECO,107,5769.09,53.92,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL CAMPOS ELISIOS,132,5768.44,43.7,2026-02-01 00:00:00,2026-02-01 00:00:00
DH SUPERMERCADOS 1,109,5765.4,52.89,2026-02-01 00:00:00,2026-02-01 00:00:00
COOPER A1 LJ19,131,5764.91,44.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DU LEO 2,138,5764.11,41.77,2026-02-01 00:00:00,2026-02-01 00:00:00
LANZI COMERCIO DE GENEROS ALIMENTICIOS,141,5763.0,40.87,2026-02-01 00:00:00,2026-02-01 00:00:00
GABY SUPERMERCADOS LJ4,105,5758.73,54.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DOCE LAR,96,5758.19,59.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO DONA NEILA LJ3,119,5757.57,48.38,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CORREA,107,5754.74,53.78,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO COMPRA BEM,110,5754.68,52.32,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SILVA ES,102,5753.19,56.4,2026-02-01 00:00:00,2026-02-01 00:00:00
THEOS SUPERMERCADO,120,5751.45,47.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROCHA,120,5751.43,47.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SERTTO SUPERMERCADOS LJ4,129,5747.49,44.55,2026-02-01 00:00:00,2026-02-01 00:00:00
SENSACAO SUPERMERCADO,110,5747.04,52.25,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL JM LJ2,133,5742.2,43.17,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM LD,150,5741.15,38.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TATO,122,5740.42,47.05,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER BARATAO,146,5740.01,39.32,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO FELINI,112,5739.15,51.24,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA VALERIO LJ 4,88,5736.18,65.18,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SUPERAMIGOS,135,5731.81,42.46,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MORANDINI LJ3,103,5730.58,55.64,2026-02-01 00:00:00,2026-02-01 00:00:00
NOBRE SUPERMERCADOS LJ4,132,5725.51,43.38,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FORTUNATO,102,5719.86,56.08,2026-02-01 00:00:00,2026-02-01 00:00:00
CW SUPERMERCADO,123,5719.24,46.5,2026-02-01 00:00:00,2026-02-01 00:00:00
TOKA SUPERMERCADO,74,5716.94,77.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI MERCADO LACADOR,149,5716.71,38.37,2026-02-01 00:00:00,2026-02-01 00:00:00
ELIZEU MARTINS SUPERMERCADOS 11,32,5716.47,178.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ERNANDES DO CAXEIRO,90,5716.42,63.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SCARTEZINI,159,5716.31,35.95,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA AZEVEDO,128,5710.13,44.61,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E PADARIA SAO JOSE,143,5710.1,39.93,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM MONTINI LJ3,88,5707.79,64.86,2026-02-01 00:00:00,2026-02-01 00:00:00
NUNES SUPERMERCADO LJ1,93,5705.49,61.35,2026-02-01 00:00:00,2026-02-01 00:00:00
VERD FRUT LJ18,50,5704.82,114.1,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL O GG,247,5704.36,23.09,2026-02-01 00:00:00,2026-02-01 00:00:00
O SACOLAO 3,142,5702.28,40.16,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO 3W,102,5694.44,55.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MONIQUI,128,5693.7,44.48,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MINAS LJ1,108,5692.58,52.71,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ITAMARATY LJ4,63,5689.5,90.31,2026-02-01 00:00:00,2026-02-01 00:00:00
MIX CORTES PREMIUM,102,5688.86,55.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MIX PRECO,179,5687.47,31.77,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE TREVO LJ1,119,5687.27,47.79,2026-02-01 00:00:00,2026-02-01 00:00:00
COTTA MERCADO,126,5687.13,45.14,2026-02-01 00:00:00,2026-02-01 00:00:00
NACIONAL SUPERMERCADO,166,5687.13,34.26,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTRO COMERCIAL SOL NASCER,114,5685.2,49.87,2026-02-01 00:00:00,2026-02-01 00:00:00
DOIS IRMAOS SUPERMERCADOS,176,5681.1,32.28,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO RAZIA JD PRIMAVERA,161,5677.89,35.27,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MARCONE LJ3,121,5676.95,46.92,2026-02-01 00:00:00,2026-02-01 00:00:00
FAGO SUPERMERCADO LJ2,130,5675.86,43.66,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA INDAIA,110,5675.07,51.59,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRES VENDAS,118,5674.38,48.09,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP MERCO PAULO LJ2,113,5668.94,50.17,2026-02-01 00:00:00,2026-02-01 00:00:00
MARQUINHO SUPERMERCADOS,115,5668.67,49.29,2026-02-01 00:00:00,2026-02-01 00:00:00
ECONOMICO SM LJ6,122,5667.68,46.46,2026-02-01 00:00:00,2026-02-01 00:00:00
PEPETOS MERCEARIA,132,5662.01,42.89,2026-02-01 00:00:00,2026-02-01 00:00:00
BISTECAO CASA DE CARNE CONVENIENCIA E MERCEARIA,73,5661.94,77.56,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL OPCAO 1,151,5661.82,37.5,2026-02-01 00:00:00,2026-02-01 00:00:00
PAME SUPERMECADO LJ2,155,5660.8,36.52,2026-02-01 00:00:00,2026-02-01 00:00:00
ALVO ATACADISTA NH,159,5660.05,35.6,2026-02-01 00:00:00,2026-02-01 00:00:00
BOM PRECO SUPERMERCADO LJ1,122,5659.32,46.39,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMAZZETTO,203,5658.89,27.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER LORANDI,99,5658.45,57.16,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LEALE,121,5658.29,46.76,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO VITORIO,72,5658.07,78.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CRO E CRA,88,5657.79,64.29,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO J BRITO LJ2,84,5657.42,67.35,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO TODA HORA,141,5655.38,40.11,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO FJ,126,5653.92,44.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LUA CLARA,123,5652.34,45.95,2026-02-01 00:00:00,2026-02-01 00:00:00
RATTI SUPERMERCADO,146,5651.51,38.71,2026-02-01 00:00:00,2026-02-01 00:00:00
DEVILLE MERCADO,122,5644.22,46.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SBARAINI,134,5644.18,42.12,2026-02-01 00:00:00,2026-02-01 00:00:00
BARATELA,155,5641.19,36.39,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO VALIANE LJ2,110,5640.3,51.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS DIAMANTE,135,5637.13,41.76,2026-02-01 00:00:00,2026-02-01 00:00:00
MONARCA SUPERMERCADO,130,5636.01,43.35,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO GREENVILLE,95,5633.06,59.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO E PANIFICACAO DA FAMILIA,186,5632.84,30.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FUCHS,211,5627.69,26.67,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BOM JESUS LJ1,180,5623.75,31.24,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MORIGGI LJ2,103,5621.72,54.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO EMPORIO GAUCHO LJ1,84,5613.35,66.83,2026-02-01 00:00:00,2026-02-01 00:00:00
AMIGOS SUPERMERCADO LJ2,131,5611.55,42.84,2026-02-01 00:00:00,2026-02-01 00:00:00
MANO ACOUGUE E MINIMERCADO,116,5611.23,48.37,2026-02-01 00:00:00,2026-02-01 00:00:00
EDMILSON ATACADO,47,5608.79,119.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TRICORDIANO,151,5607.98,37.14,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI MERCADO DO JAPA,98,5606.71,57.21,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SAO THIAGO LJ2,44,5606.34,127.42,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA DO AMAURI,153,5606.07,36.64,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO FRANCISCO SC,121,5604.81,46.32,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CORDEIRO,128,5599.51,43.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BELTRAM,90,5597.19,62.19,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM RODRIGUES,64,5589.53,87.34,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO JBO,106,5588.41,52.72,2026-02-01 00:00:00,2026-02-01 00:00:00
ANK MARKET LJ7,61,5587.33,91.6,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA BREDER,60,5586.65,93.11,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTRAL DE COMPRAS 5,134,5585.83,41.69,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP TEIXEIRA 2,191,5584.97,29.24,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMECADO IMPACTO,157,5581.97,35.55,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SEMPRE MAIS,67,5581.64,83.31,2026-02-01 00:00:00,2026-02-01 00:00:00
GAUCHO SUPERMERCADO LJ1,125,5574.85,44.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DA ECONOMIA LJ8,167,5574.27,33.38,2026-02-01 00:00:00,2026-02-01 00:00:00
O MACEDAO SUPERMERCADOS,121,5574.18,46.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CANDOCA 5,141,5572.58,39.52,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO FORMOSA,214,5570.01,26.03,2026-02-01 00:00:00,2026-02-01 00:00:00
INOVACAO,117,5569.51,47.6,2026-02-01 00:00:00,2026-02-01 00:00:00
ESCUDEIRO SUPERMERCADOS LJ2,194,5567.29,28.7,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ROSANI,126,5564.6,44.16,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCASA,121,5562.84,45.97,2026-02-01 00:00:00,2026-02-01 00:00:00
BRAND VAREJAO,119,5559.38,46.72,2026-02-01 00:00:00,2026-02-01 00:00:00
ILC COMERCIAL DE ALIMENTOS LJ3,87,5557.73,63.88,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SOBERANA,131,5554.27,42.4,2026-02-01 00:00:00,2026-02-01 00:00:00
CRISFA SUPERMERCADO,139,5550.52,39.93,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FLORAI LJ 4,126,5549.92,44.05,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO QUALITY,149,5548.07,37.24,2026-02-01 00:00:00,2026-02-01 00:00:00
IPE MERCADO,62,5547.19,89.47,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNE E MERCADO BOM GOSTO,117,5544.88,47.39,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PAG MENOS LOJA 02,171,5542.41,32.41,2026-02-01 00:00:00,2026-02-01 00:00:00
MASTER MIX,57,5541.86,97.23,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL BOSQUE DOS IPES,119,5539.53,46.55,2026-02-01 00:00:00,2026-02-01 00:00:00
DONAJO,158,5539.5,35.06,2026-02-01 00:00:00,2026-02-01 00:00:00
ANK MARKET TAUBATE,79,5535.28,70.07,2026-02-01 00:00:00,2026-02-01 00:00:00
COTRISAL LJ36,139,5533.52,39.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO SILVA LJ2,90,5528.8,61.43,2026-02-01 00:00:00,2026-02-01 00:00:00
QUARTETTO SUPERMERCADOS LJ8,48,5523.45,115.07,2026-02-01 00:00:00,2026-02-01 00:00:00
GUERREIRO,125,5521.51,44.17,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PLANO A,92,5521.08,60.01,2026-02-01 00:00:00,2026-02-01 00:00:00
PANDA SUPERMERCADO,89,5516.49,61.98,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ROMANSIN,121,5514.62,45.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO SANTA CLARA LJ2,79,5510.33,69.75,2026-02-01 00:00:00,2026-02-01 00:00:00
PIRAMIX,22,5509.73,250.44,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO D2,136,5509.47,40.51,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BELLI,157,5505.35,35.07,2026-02-01 00:00:00,2026-02-01 00:00:00
ARMAZEM RIBEIRO,128,5504.8,43.01,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAO JOAO LJ6,123,5504.78,44.75,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SASSETLJ5,151,5503.44,36.45,2026-02-01 00:00:00,2026-02-01 00:00:00
QUITANDINHA HORTIMERCADO LJ1,145,5500.46,37.93,2026-02-01 00:00:00,2026-02-01 00:00:00
MUMU LATICINIOS ABILIO LJ1,31,5498.61,177.37,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA ATUAL,95,5498.34,57.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MARILEI INES BARON LJ1,95,5498.2,57.88,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO PARCEIRAO,106,5497.96,51.87,2026-02-01 00:00:00,2026-02-01 00:00:00
IRMAOS POLESE,185,5484.73,29.65,2026-02-01 00:00:00,2026-02-01 00:00:00
LG SUPERMERCADO,164,5482.91,33.43,2026-02-01 00:00:00,2026-02-01 00:00:00
GOMES SUPERMERCADO,44,5475.75,124.45,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO MM LJ5,115,5475.35,47.61,2026-02-01 00:00:00,2026-02-01 00:00:00
PEDRILHO E EDRILHO PRODUTOS LJ 3,144,5473.23,38.01,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO WOLCE,152,5472.43,36.0,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO VERDAO,124,5470.99,44.12,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MARTINI,165,5467.46,33.14,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CACIQUE LJ2,94,5465.31,58.14,2026-02-01 00:00:00,2026-02-01 00:00:00
MH SUPERMERCADO,162,5463.2,33.72,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO MAYARA,77,5463.14,70.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TITOLOSA,138,5456.7,39.54,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BURITIS,132,5456.21,41.33,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LH,103,5453.4,52.95,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER MERCADINHO ECONOMICO LJ2,128,5450.24,42.58,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO NOBRE,125,5450.13,43.6,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER POPULAR LJ1,184,5448.83,29.61,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BR381,71,5445.51,76.7,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA DE CARNES FILEZAO,3,5445.5,1815.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TECO LJ 3,144,5445.28,37.81,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E PADARIA PACHECO,126,5442.39,43.19,2026-02-01 00:00:00,2026-02-01 00:00:00
CASA FLORIDA,100,5441.3,54.41,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ARCO IRIS COMERCIAL,135,5441.2,40.31,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MJ LJ3,85,5440.12,64.0,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CEASINHA,144,5439.29,37.77,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FRIEDRICH,116,5439.16,46.89,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE IGUACU,114,5435.09,47.68,2026-02-01 00:00:00,2026-02-01 00:00:00
DC SACO DOS LIMOES,160,5428.4,33.93,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO A NUNES,148,5426.4,36.66,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DELL AGNOLO LJ2,144,5425.52,37.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SANTA FILOMENA,125,5421.98,43.38,2026-02-01 00:00:00,2026-02-01 00:00:00
DG SUPERMERCADO,149,5417.72,36.36,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BILLIG,115,5414.81,47.09,2026-02-01 00:00:00,2026-02-01 00:00:00
COLISEU SUPERMERCADO,92,5413.02,58.84,2026-02-01 00:00:00,2026-02-01 00:00:00
C E V SUPERMERCADO,141,5408.43,38.36,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO ZIEGLER,164,5408.27,32.98,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA E ACOUGUE FELIX,148,5406.24,36.53,2026-02-01 00:00:00,2026-02-01 00:00:00
NATAL 6,130,5401.98,41.55,2026-02-01 00:00:00,2026-02-01 00:00:00
TONACO SUPERMERCADO,112,5396.04,48.18,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL DE ALIMENTOS CMG,134,5394.82,40.26,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADINHO CRAVO E CANELA,90,5394.11,59.93,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL FLORIZA,72,5393.0,74.9,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO BELLA VILLA LJ6,114,5391.98,47.3,2026-02-01 00:00:00,2026-02-01 00:00:00
REFATI COMERCIO VAREJISTA DE HORTIFRUTI,166,5388.94,32.46,2026-02-01 00:00:00,2026-02-01 00:00:00
ANK MARKET LJ4,55,5388.15,97.97,2026-02-01 00:00:00,2026-02-01 00:00:00
MINI BOX SAO FRANCISCO,126,5384.04,42.73,2026-02-01 00:00:00,2026-02-01 00:00:00
HIPER SAO JOSE,175,5380.65,30.75,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCANTIL BOA VISTA,196,5380.49,27.45,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER COMPRAS SANTISSIMO 3,84,5363.22,63.85,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO MEGA PRECO,123,5361.15,43.59,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO LEMES,44,5360.54,121.83,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA SOL NASCENTE,127,5360.44,42.21,2026-02-01 00:00:00,2026-02-01 00:00:00
MINIMERCADO SAO JOSE,127,5355.85,42.17,2026-02-01 00:00:00,2026-02-01 00:00:00
RAPOSAO SUPERMERCADO LJ2,117,5354.44,45.76,2026-02-01 00:00:00,2026-02-01 00:00:00
CENTENARO PANISSON,137,5352.83,39.07,2026-02-01 00:00:00,2026-02-01 00:00:00
SERTAO FRANGO LJ4,88,5352.63,60.83,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CONDOR CENTRO,116,5351.3,46.13,2026-02-01 00:00:00,2026-02-01 00:00:00
DIRCE MELO LIMA MAGALHAES,84,5350.67,63.7,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO SALVADOR,92,5350.52,58.16,2026-02-01 00:00:00,2026-02-01 00:00:00
VENTURA PONTEL SILVA SUPERMERCADOS,133,5350.01,40.23,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCEARIA SCHONS,91,5349.51,58.79,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERM XODO LJ3,103,5347.18,51.91,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO E ACOUGUE PAIOL,83,5346.27,64.41,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO FENIX,145,5345.64,36.87,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADOS MATHEUS LJ1,146,5344.71,36.61,2026-02-01 00:00:00,2026-02-01 00:00:00
MAIS PRATICO SUPERMERCADO,172,5338.56,31.04,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DALL SOTTO,125,5337.68,42.7,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL GABRIEL,126,5337.53,42.36,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO CALEB,101,5335.88,52.83,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO ALVORADA LJ1,95,5331.02,56.12,2026-02-01 00:00:00,2026-02-01 00:00:00
CESTA DE COMPLEMENTOS,105,5329.98,50.76,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER UAI,88,5329.76,60.57,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO TORRES,100,5328.25,53.28,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO LOBO,130,5327.86,40.98,2026-02-01 00:00:00,2026-02-01 00:00:00
EMPORIO SUPER UTIL,72,5327.69,74.0,2026-02-01 00:00:00,2026-02-01 00:00:00
ISKINAO DO BARATO LJ 2,129,5327.51,41.3,2026-02-01 00:00:00,2026-02-01 00:00:00
COMERCIAL POLESI,150,5327.39,35.52,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER PESTANENSE LJ2,152,5326.21,35.04,2026-02-01 00:00:00,2026-02-01 00:00:00
QUITANDA DO JAPONES,110,5326.15,48.42,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CVK,64,5324.8,83.2,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DO DANDAN,127,5324.73,41.93,2026-02-01 00:00:00,2026-02-01 00:00:00
GUASSO SUPERMERCADOS 12,138,5323.75,38.58,2026-02-01 00:00:00,2026-02-01 00:00:00
COOBRASIL,133,5323.73,40.03,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO DIDO,158,5321.98,33.68,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO BRENTANO LJ2,171,5321.64,31.12,2026-02-01 00:00:00,2026-02-01 00:00:00
SUP PAULISTA LJ7,129,5320.75,41.25,2026-02-01 00:00:00,2026-02-01 00:00:00
LEMON LJ2,82,5320.2,64.88,2026-02-01 00:00:00,2026-02-01 00:00:00
YAMADA LJ08,206,5315.91,25.81,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPERMERCADO SAFIRA,124,5313.86,42.85,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO CLASSIC II,110,5312.53,48.3,2026-02-01 00:00:00,2026-02-01 00:00:00
SUPER SANTA RITA,115,5309.97,46.17,2026-02-01 00:00:00,2026-02-01 00:00:00
SALGADO EMPREENDIMENTOS COMERCIAIS,90,5303.24,58.92,2026-02-01 00:00:00,2026-02-01 00:00:00
PRIMO SUPERMERCADO LJ1,126,5302.79,42.09,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO AVANCO 1,93,5302.62,57.02,2026-02-01 00:00:00,2026-02-01 00:00:00
MERCADO MOTTA NACOES ATACADO E VAREJO,168,5300.21,31.55,2026-02-01 00:00:00,2026-02-01 00:00:00
